,timestamp(s),position_lat(semicircles),position_long(semicircles),gps_accuracy(m),altitude(m),grade(%),distance(m),cadence(rpm),speed(m/s),left_right_balance,temperature(C),watts,acceleration,position_lat(degrees),position_long(degrees),distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
12,26-06-2019 11.16,613950777,-3550020,2,18.6,5.37,71.73,96,6.176,52,17,285,0.015,51.46075965,-0.297559239,76.78154008,6.034533067,50,60,70,80,90,100,110,120,6.17,6.034533067,12.83827551,12.28071651,-0.14,0.023065092
13,26-06-2019 11.16,613950177,-3549583,2,18.8,5.58,77.32,96,6.204,53,17,280,0.028,51.46070936,-0.29752261,82.92253675,6.140996671,50,60,70,80,90,100,110,120,5.59,6.140996671,10.53804331,12.71786139,-0.58,0.106463604
14,26-06-2019 11.16,613949550,-3549138,2,19.2,5.02,83.41,96,6.225,53,17,271,0.021,51.4606568,-0.297485311,89.31218549,6.389648737,50,60,70,80,90,100,110,120,6.09,6.389648737,12.50751259,13.76861738,0.5,0.248652066
15,26-06-2019 11.16,613948902,-3548681,2,19.4,4.15,89.71,99,6.283,52,17,275,0.058,51.46060249,-0.297447005,95.90904019,6.596854699,50,60,70,80,90,100,110,120,6.3,6.596854699,13.38497185,14.67608439,0.21,0.207205962
16,26-06-2019 11.16,613948282,-3548233,2,19.6,3.84,96.01,99,6.331,51,17,275,0.048,51.46055052,-0.297409454,102.2462098,6.337169634,50,60,70,80,90,100,110,120,6.3,6.337169634,13.38497185,13.54337889,1.42E-14,-0.259685065
17,26-06-2019 11.16,613947640,-3547796,2,20,3.75,102.31,100,6.383,51,17,304,0.052,51.46049671,-0.297372825,108.7456893,6.499479517,50,60,70,80,90,100,110,120,6.3,6.499479517,13.38497185,14.2460191,-1.42E-14,0.162309883
18,26-06-2019 11.16,613946988,-3547350,2,20.2,3.67,110.13,101,6.478,51,17,304,0.095,51.46044206,-0.297335442,115.351391,6.60570165,50,60,70,80,90,100,110,120,7.82,6.60570165,20.62290634,14.71547458,1.52,0.106222133
19,26-06-2019 11.16,613946347,-3546901,2,20.6,4,116.99,104,6.49,51,17,290,0.012,51.46038833,-0.297297807,121.8698526,6.518461647,50,60,70,80,90,100,110,120,6.86,6.518461647,15.87028021,14.32935337,-0.96,-0.087240003
20,26-06-2019 11.16,613945681,-3546468,2,20.8,4.55,124.26,100,6.473,51,17,295,-0.017,51.46033251,-0.297261514,128.5670804,6.697227783,50,60,70,80,90,100,110,120,7.27,6.697227783,17.82400048,15.12608386,0.41,0.178766135
21,26-06-2019 11.16,613945012,-3546042,2,21.2,4.89,130.25,92,6.536,51,17,281,0.063,51.46027643,-0.297225807,135.275136,6.70805554,50,60,70,80,90,100,110,120,5.99,6.70805554,12.10012922,15.17503365,-1.28,0.010827758
22,26-06-2019 11.16,613944332,-3545586,2,21.4,4.85,136.41,93,6.572,51,17,269,0.036,51.46021944,-0.297187585,142.1438567,6.868720777,50,60,70,80,90,100,110,120,6.16,6.868720777,12.79669408,15.91065605,0.17,0.160665237
23,26-06-2019 11.16,613943635,-3545130,2,21.6,4.58,143.81,93,6.563,51,17,279,-0.009,51.46016101,-0.297149364,149.1590413,7.015184555,50,60,70,80,90,100,110,120,7.4,7.015184555,18.46714686,16.59642567,1.24,0.146463778
24,26-06-2019 11.16,613942964,-3544678,2,22,4.44,150.88,93,6.595,51,17,276,0.032,51.46010477,-0.297111478,155.9414203,6.782379026,50,60,70,80,90,100,110,120,7.07,6.782379026,16.85680221,15.51316729,-0.33,-0.232805529
25,26-06-2019 11.16,613942299,-3544193,2,22.2,4.43,157.38,93,6.577,52,17,274,-0.018,51.46004903,-0.297070825,162.7492891,6.807868747,50,60,70,80,90,100,110,120,6.5,6.807868747,14.24830085,15.62999041,-0.57,0.02548972
26,26-06-2019 11.16,613941622,-3543722,2,22.6,4.31,163.7,94,6.518,53,17,270,-0.059,51.45999229,-0.297031347,169.6264008,6.877111757,50,60,70,80,90,100,110,120,6.32,6.877111757,13.4700907,15.94955341,-0.18,0.06924301
27,26-06-2019 11.16,613940970,-3543307,2,22.8,4.37,169.99,91,6.475,51,17,260,-0.043,51.45993764,-0.296996562,176.1636297,6.53722888,50,60,70,80,90,100,110,120,6.29,6.53722888,13.3425136,14.41198312,-0.03,-0.339882877
28,26-06-2019 11.16,613940358,-3542899,2,23.2,4.47,176.29,92,6.435,50,17,287,-0.04,51.45988634,-0.296962364,182.3401255,6.176495841,50,60,70,80,90,100,110,120,6.3,6.176495841,13.38497185,12.86532228,0.01,-0.360733039
29,26-06-2019 11.16,613939739,-3542488,2,23.4,4.22,182.57,91,6.419,48,17,275,-0.016,51.45983445,-0.296927914,188.5835624,6.24343681,50,60,70,80,90,100,110,120,6.28,6.24343681,13.3001228,13.14570265,-0.02,0.066940969
30,26-06-2019 11.16,613939144,-3542058,2,23.8,4.03,188.88,91,6.396,53,17,279,-0.023,51.45978458,-0.296891872,194.665372,6.081809639,50,60,70,80,90,100,110,120,6.31,6.081809639,13.42749755,12.47389283,0.03,-0.16162717
31,26-06-2019 11.16,613938547,-3541612,2,24,4.01,194.77,92,6.38,52,17,284,-0.016,51.45973454,-0.296854489,200.8028119,6.137439927,50,60,70,80,90,100,110,120,5.89,6.137439927,11.6994906,12.70313379,-0.42,0.055630288
32,26-06-2019 11.16,613937929,-3541191,2,24.2,3.93,201.36,90,6.407,52,17,283,0.027,51.45968274,-0.296819201,207.0601004,6.257288466,50,60,70,80,90,100,110,120,6.59,6.257288466,14.64560081,13.20409733,0.7,0.119848539
33,26-06-2019 11.16,613937285,-3540789,2,24.6,4.15,207.44,92,6.42,51,17,278,0.013,51.45962876,-0.296785505,213.5003359,6.440235487,50,60,70,80,90,100,110,120,6.08,6.440235487,12.46647074,13.98749224,-0.51,0.182947021
34,26-06-2019 11.16,613936672,-3540374,2,24.8,4.7,214.05,89,6.393,48,17,279,-0.027,51.45957738,-0.296750721,219.7011315,6.200795604,50,60,70,80,90,100,110,120,6.61,6.200795604,14.73463161,12.96675172,0.53,-0.239439883
35,26-06-2019 11.16,613936077,-3539937,2,25.2,5.12,220.54,91,6.398,50,17,270,0.005,51.45952751,-0.296714092,225.7997496,6.098618113,50,60,70,80,90,100,110,120,6.49,6.098618113,14.20449365,12.54293703,-0.12,-0.102177491
36,26-06-2019 11.16,613935434,-3539552,2,25.6,5.37,226.88,90,6.478,51,17,261,0.08,51.45947361,-0.296681821,232.1961308,6.396381228,50,60,70,80,90,100,110,120,6.34,6.396381228,13.55547933,13.79764744,-0.15,0.297763115
37,26-06-2019 11.16,613934774,-3539170,2,26,5.53,234.59,91,6.458,52,17,240,-0.02,51.45941829,-0.296649802,238.7352669,6.539136087,50,60,70,80,90,100,110,120,7.71,6.539136087,20.04680286,14.42039361,1.37,0.142754859
38,26-06-2019 11.16,613934088,-3538743,2,26.2,5.53,239.98,91,6.47,52,17,254,0.012,51.45936079,-0.296614012,245.5929636,6.857696661,50,60,70,80,90,100,110,120,5.39,6.857696661,9.797468904,15.85962467,-2.32,0.318560574
39,26-06-2019 11.16,613933396,-3538350,2,26.4,5.2,247.29,92,6.504,52,17,237,0.034,51.45930279,-0.296581071,252.4344571,6.841493483,50,60,70,80,90,100,110,120,7.31,6.841493483,18.02067761,15.78476783,1.92,-0.016203178
40,26-06-2019 11.16,613932723,-3537988,2,26.8,4.49,254.33,91,6.504,49,17,250,0,51.45924638,-0.296550728,259.0498826,6.615425518,50,60,70,80,90,100,110,120,7.04,6.615425518,16.71404941,14.75883005,-0.27,-0.226067965
41,26-06-2019 11.16,613932034,-3537626,2,27,3.93,262.12,92,6.488,51,17,272,-0.016,51.45918863,-0.296520386,265.8068696,6.756986994,50,60,70,80,90,100,110,120,7.79,6.756986994,20.46497784,15.3972276,0.75,0.141561476
42,26-06-2019 11.17,613931324,-3537248,2,27.2,3.64,269.11,92,6.457,51,17,251,-0.031,51.45912912,-0.296488702,272.7788304,6.971960868,50,60,70,80,90,100,110,120,6.99,6.971960868,16.47747703,16.39253974,-0.8,0.214973874
43,26-06-2019 11.17,613930597,-3536905,2,27.6,3.46,275.45,89,6.441,53,17,238,-0.016,51.45906818,-0.296459952,279.8413592,7.062528806,50,60,70,80,90,100,110,120,6.34,7.062528806,13.55547933,16.82119432,-0.65,0.090567938
44,26-06-2019 11.17,613929891,-3536558,2,27.8,3.67,280.28,85,6.359,56,17,230,-0.082,51.459009,-0.296430867,286.7230966,6.88173741,50,60,70,80,90,100,110,120,4.83,6.88173741,7.867389012,15.97101647,-1.51,-0.180791396
45,26-06-2019 11.17,613929229,-3536274,2,28.2,4.35,285.14,81,6.319,59,17,220,-0.04,51.45895352,-0.296407063,293.1097231,6.386626454,50,60,70,80,90,100,110,120,4.86,6.386626454,7.965424067,13.75559544,0.03,-0.495110956
46,26-06-2019 11.18,613915622,-3531717,3,35.2,4.29,294.03,45,2.653,46,17,259,-0.044707317,51.45781299,-0.296025099,422.6620775,129.5523544,50,60,70,80,90,100,110,120,0.108414634,1.579906761,0.003963804,0.841781309,-0.057946163,-0.058618533
47,26-06-2019 11.18,613915137,-3531570,3,35.4,4.43,297.09,62,3.294,46,17,263,0.641,51.45777234,-0.296012778,427.2623039,4.600226394,50,60,70,80,90,100,110,120,3.06,4.600226394,3.157760707,7.136656177,2.951585366,3.020319633
48,26-06-2019 11.18,613914564,-3531497,3,35.6,4.16,301.32,65,3.769,49,17,260,0.475,51.45772431,-0.296006659,432.6196078,5.357303896,50,60,70,80,90,100,110,120,4.23,5.357303896,6.034163842,9.678965206,1.17,0.757077502
49,26-06-2019 11.18,613914036,-3531478,3,35.6,3.83,305.55,68,4.135,55,17,233,0.366,51.45768005,-0.296005066,437.5419372,4.922329433,50,60,70,80,90,100,110,120,4.23,4.922329433,6.034163842,8.171047131,0,-0.434974462
50,26-06-2019 11.18,613913570,-3531557,3,35.8,3.63,308.18,71,4.273,61,17,205,0.138,51.45764099,-0.296011688,441.909338,4.367400786,50,60,70,80,90,100,110,120,2.63,4.367400786,2.332640761,6.432539463,-1.6,-0.554928648
51,26-06-2019 11.18,613913081,-3531650,3,35.8,3.59,312.54,73,4.572,64,17,257,0.299,51.45760001,-0.296019483,446.49883,4.589492018,50,60,70,80,90,100,110,120,4.36,4.589492018,6.410757394,7.103389043,1.73,0.222091232
52,26-06-2019 11.18,613912594,-3531663,3,36,3.48,318.28,77,4.91,64,17,326,0.338,51.45755919,-0.296020573,451.0384201,4.539590094,50,60,70,80,90,100,110,120,5.74,4.539590094,11.1111791,6.949757368,1.38,-0.049901924
53,26-06-2019 11.18,613912094,-3531623,3,36,3.04,324.62,84,5.232,64,17,302,0.322,51.45751728,-0.29601722,455.7043318,4.66591164,50,60,70,80,90,100,110,120,6.34,4.66591164,13.55547933,7.341915533,0.6,0.126321547
54,26-06-2019 11.18,613911566,-3531576,3,36.2,2.69,329.82,89,5.471,52,17,284,0.239,51.45747302,-0.296013281,460.632988,4.928656273,50,60,70,80,90,100,110,120,5.2,4.928656273,9.118912546,8.192065687,-1.14,0.262744633
55,26-06-2019 11.18,613911022,-3531517,3,36.4,2.74,335.2,91,5.673,52,17,302,0.202,51.45742742,-0.296008335,465.7147689,5.081780831,50,60,70,80,90,100,110,120,5.38,5.081780831,9.761148383,8.708998683,0.18,0.153124558
56,26-06-2019 11.18,613910479,-3531457,3,36.6,2.83,341.54,95,5.842,52,17,257,0.169,51.45738191,-0.296003306,470.7876463,5.072877442,50,60,70,80,90,100,110,120,6.34,5.072877442,13.55547933,8.678508709,0.96,-0.008903389
57,26-06-2019 11.18,613909969,-3531418,3,36.8,2.64,347.88,83,6.006,51,17,284,0.164,51.45733916,-0.296000037,475.5463672,4.758720942,50,60,70,80,90,100,110,120,6.34,4.758720942,13.55547933,7.636895346,-5.68E-14,-0.3141565
58,26-06-2019 11.18,613909417,-3531431,3,37,2.54,353.82,90,6.273,47,17,263,0.267,51.45729289,-0.296001127,480.6916997,5.145332501,50,60,70,80,90,100,110,120,5.94,5.145332501,11.89896682,8.928186493,-0.4,0.38661156
59,26-06-2019 11.18,613908761,-3531498,3,37,2.61,360.39,91,6.335,53,17,257,0.062,51.45723791,-0.296006743,486.818153,6.126453217,50,60,70,80,90,100,110,120,6.57,6.126453217,14.5568398,12.65769441,0.63,0.981120716
60,26-06-2019 11.18,613908113,-3531604,3,37.2,2.46,366.9,91,6.506,55,17,270,0.171,51.45718359,-0.296015628,492.888967,6.070814084,50,60,70,80,90,100,110,120,6.51,6.070814084,14.2921755,12.42882947,-0.06,-0.055639134
61,26-06-2019 11.18,613907469,-3531656,3,37.2,2.16,374.36,93,6.649,55,17,250,0.143,51.45712961,-0.296019986,498.8988008,6.009833745,50,60,70,80,90,100,110,120,7.46,6.009833745,18.76782816,12.18039239,0.95,-0.060980339
62,26-06-2019 11.18,613906739,-3531676,3,37.4,2.07,381.41,103,6.844,48,17,252,0.195,51.45706843,-0.296021663,505.7035754,6.804774623,50,60,70,80,90,100,110,120,7.05,6.804774623,16.76156623,15.61578622,-0.41,0.794940878
63,26-06-2019 11.18,613905834,-3531769,3,37.4,2.02,388.01,88,7.062,48,17,284,0.218,51.45699257,-0.296029458,514.1556764,8.45210103,50,60,70,80,90,100,110,120,6.6,8.45210103,14.69008249,24.09160437,-0.45,1.647326408
64,26-06-2019 11.18,613904873,-3531984,3,37.4,1.75,395.68,94,7.4,53,17,249,0.338,51.45691202,-0.296047479,523.1990492,9.043372745,50,60,70,80,90,100,110,120,7.67,9.043372745,19.83933411,27.58018829,1.07,0.591271714
65,26-06-2019 11.18,613903928,-3532390,3,37.6,1.62,404.14,92,7.569,53,17,246,0.169,51.45683281,-0.296081509,532.316827,9.117777795,50,60,70,80,90,100,110,120,8.46,9.117777795,24.13665537,28.03589155,0.79,0.07440505
66,26-06-2019 11.18,613903014,-3532925,3,38,1.92,411.5,101,7.726,53,17,245,0.157,51.4567562,-0.296126353,541.3844567,9.067629758,50,60,70,80,90,100,110,120,7.36,9.067629758,18.26804161,27.72834325,-1.1,-0.050148037
67,26-06-2019 11.18,613902119,-3533186,3,38.2,2.3,418.95,99,7.879,53,17,146,0.153,51.45668118,-0.296148229,549.8626773,8.478220602,50,60,70,80,90,100,110,120,7.45,8.478220602,18.71754599,24.24073527,0.09,-0.589409156
68,26-06-2019 11.18,613901234,-3533067,3,38.4,2.45,427.4,97,7.949,53,17,47,0.07,51.456607,-0.296138255,558.1400006,8.277323209,50,60,70,80,90,100,110,120,8.45,8.277323209,24.07962844,23.10554361,1,-0.200897394
69,26-06-2019 11.18,613900360,-3532777,3,38.4,2.4,435.84,74,7.769,69,17,284,-0.18,51.45653374,-0.296113947,566.458182,8.318181452,50,60,70,80,90,100,110,120,8.44,8.318181452,24.02266896,23.3342122,-0.01,0.040858244
70,26-06-2019 11.18,613899534,-3532115,3,38.2,2.04,442.86,100,7.802,69,17,265,0.033,51.45646451,-0.296058459,575.0633056,8.605123564,50,60,70,80,90,100,110,120,7.02,8.605123564,16.61921811,24.97184239,-1.42,0.286942112
71,26-06-2019 11.18,613898800,-3531374,3,38.4,1.53,450.66,100,7.923,65,17,236,0.121,51.45640299,-0.295996349,583.1453402,8.082034662,50,60,70,80,90,100,110,120,7.8,8.082034662,20.51755323,22.02813761,0.78,-0.523088902
72,26-06-2019 11.18,613898084,-3530854,2,38.4,1.04,458.68,100,8.052,61,17,240,0.129,51.45634297,-0.295952763,590.470152,7.324811758,50,60,70,80,90,100,110,120,8.02,7.324811758,21.69127598,18.09377976,0.22,-0.757222904
73,26-06-2019 11.18,613897260,-3530901,2,38.4,0.38,465.93,99,8.101,56,17,243,0.049,51.45627391,-0.295956703,598.154888,7.684735982,50,60,70,80,90,100,110,120,7.25,7.684735982,17.72606659,19.91563995,-0.77,0.359924224
74,26-06-2019 11.18,613896395,-3531425,2,38.4,0,476.02,90,8.211,56,17,266,0.11,51.4562014,-0.296000624,606.7721358,8.61724781,50,60,70,80,90,100,110,120,10.09,8.61724781,34.33354883,25.04226044,2.84,0.932511827
75,26-06-2019 11.18,613895481,-3532154,2,38.6,0,484.47,94,8.308,56,17,263,0.097,51.45612479,-0.296061728,616.2849059,9.512770081,50,60,70,80,90,100,110,120,8.45,9.512770081,24.07962844,30.51759911,-1.64,0.895522271
76,26-06-2019 11.18,613894614,-3532910,2,38.6,0,492.23,96,8.506,56,17,242,0.198,51.45605212,-0.296125095,625.481307,9.196401181,50,60,70,80,90,100,110,120,7.76,9.196401181,20.30765636,28.52148807,-0.69,-0.3163689
77,26-06-2019 11.18,613893773,-3533685,2,38.6,0,499.43,97,8.818,56,17,279,0.312,51.45598163,-0.296190055,634.5199673,9.038660227,50,60,70,80,90,100,110,120,7.2,9.038660227,17.48241222,27.55145161,-0.56,-0.157740954
78,26-06-2019 11.18,613892966,-3534512,2,38.6,0,511.43,97,8.83,55,17,271,0.012,51.45591399,-0.296259373,643.4440806,8.92411331,50,60,70,80,90,100,110,120,12,8.92411331,48.56225616,26.85755756,4.8,-0.114546918
79,26-06-2019 11.18,613892165,-3535379,2,38.6,0,521.13,98,8.952,53,17,277,0.122,51.45584685,-0.296332045,652.4489239,9.004843306,50,60,70,80,90,100,110,120,9.7,9.004843306,31.73071307,27.34567724,-2.3,0.080729997
80,26-06-2019 11.18,613891313,-3536277,2,38.8,0,529.79,98,9.109,52,17,283,0.157,51.45577543,-0.296407314,661.9492336,9.500309749,50,60,70,80,90,100,110,120,8.66,9.500309749,25.2913579,30.43770433,-1.04,0.495466442
81,26-06-2019 11.19,613890454,-3537103,2,38.8,0,538.52,99,9.257,50,17,289,0.148,51.45570343,-0.296476549,671.2824927,9.333259057,50,60,70,80,90,100,110,120,8.73,9.333259057,25.70187759,29.37669973,0.07,-0.167050692
82,26-06-2019 11.19,613889627,-3537870,2,38.8,0,548.89,99,9.28,51,17,279,0.023,51.45563412,-0.296540838,680.1849132,8.902420533,50,60,70,80,90,100,110,120,10.37,8.902420533,36.26551725,26.7271453,1.64,-0.430838524
83,26-06-2019 11.19,613888775,-3538683,2,39,0.01,557.97,100,9.455,52,17,269,0.175,51.4555627,-0.296608983,689.423463,9.238549772,50,60,70,80,90,100,110,120,9.08,9.238549772,27.80404997,28.78352434,-1.29,0.336129238
84,26-06-2019 11.19,613887927,-3539538,2,39.2,0.45,566.66,100,9.404,53,17,282,-0.051,51.45549162,-0.296680648,698.7574376,9.333974618,50,60,70,80,90,100,110,120,8.69,9.333974618,25.46689023,29.3812044,-0.39,0.095424847
85,26-06-2019 11.19,613887092,-3540406,2,39.2,0.95,574.51,99,9.338,52,17,306,-0.066,51.45542163,-0.296753403,708.0298746,9.272436999,50,60,70,80,90,100,110,120,7.85,9.272436999,20.78144188,28.99506895,-0.84,-0.061537619
86,26-06-2019 11.19,613886301,-3541310,2,39.4,1.02,582.23,96,9.294,50,17,294,-0.044,51.45535533,-0.296829175,717.0805645,9.050689914,50,60,70,80,90,100,110,120,7.72,9.050689914,20.09883866,27.62483769,-0.13,-0.221747085
87,26-06-2019 11.19,613885620,-3542224,2,39.6,1.25,594.84,94,9.13,48,17,287,-0.164,51.45529825,-0.296905786,725.354786,8.274221431,50,60,70,80,90,100,110,120,12.61,8.274221431,53.62490509,23.08823008,4.89,-0.776468483
88,26-06-2019 11.19,613885039,-3543103,2,39.8,1.38,603.73,92,9.065,48,17,288,-0.065,51.45524955,-0.296979463,732.7967954,7.442009399,50,60,70,80,90,100,110,120,8.89,7.442009399,26.65261865,18.677416,-3.72,-0.832212032
89,26-06-2019 11.19,613884232,-3544508,2,40,1.39,614.54,91,9.067,48,17,289,0.002,51.45518191,-0.297097228,743.8942978,11.0975024,50,60,70,80,90,100,110,120,10.81,11.0975024,39.4083046,41.5323838,1.92,3.655493001
90,26-06-2019 11.19,613883609,-3545643,2,40.2,1.72,625.14,93,9.099,50,17,283,0.032,51.45512969,-0.297192363,752.6787534,8.784455637,50,60,70,80,90,100,110,120,10.6,8.784455637,37.89204932,26.02352188,-0.21,-2.313046763
91,26-06-2019 11.19,613882995,-3546843,2,40.4,1.99,633.71,91,9.066,50,17,256,-0.033,51.45507823,-0.297292946,761.6964558,9.017702384,50,60,70,80,90,100,110,120,8.57,9.017702384,24.76840311,27.42383323,-2.03,0.233246747
92,26-06-2019 11.19,613882387,-3548054,2,40.6,2.08,642.5,92,8.913,53,17,263,-0.153,51.45502727,-0.297394451,770.7284377,9.031981881,50,60,70,80,90,100,110,120,8.79,9.031981881,26.05638206,27.51075307,0.22,0.014279497
93,26-06-2019 11.19,613881773,-3549261,2,40.8,2.2,651.18,88,8.941,53,17,276,0.028,51.4549758,-0.29749562,779.777608,9.049170369,50,60,70,80,90,100,110,120,8.68,9.049170369,25.408312,27.61556245,-0.11,0.017188488
94,26-06-2019 11.19,613881197,-3550567,2,41,2.3,659.85,90,8.982,51,17,273,0.041,51.45492752,-0.297605088,789.0701302,9.292522164,50,60,70,80,90,100,110,120,8.67,9.292522164,25.34980123,29.12081831,-0.01,0.243351795
95,26-06-2019 11.19,613880620,-3551839,3,41.2,2.29,668.53,90,8.996,50,17,287,0.014,51.45487916,-0.297711706,798.2076773,9.137547132,50,60,70,80,90,100,110,120,8.68,9.137547132,25.408312,28.15759925,0.01,-0.154975033
96,26-06-2019 11.19,613879995,-3553047,3,41.4,2.23,677.58,92,9.06,50,17,287,0.064,51.45482677,-0.297812959,807.3265135,9.118836176,50,60,70,80,90,100,110,120,9.05,9.118836176,27.62062629,28.04240068,0.37,-0.018710956
97,26-06-2019 11.19,613879365,-3554202,3,41.4,2.09,688.03,92,9.019,50,17,253,-0.041,51.45477396,-0.29790977,816.241337,8.91482351,50,60,70,80,90,100,110,120,10.45,8.91482351,36.82722068,26.80167045,1.4,-0.204012666
98,26-06-2019 11.19,613878753,-3555367,3,41.6,1.77,696.27,91,9.015,51,17,256,-0.004,51.45472267,-0.298007419,825.0908972,8.84956021,50,60,70,80,90,100,110,120,8.24,8.84956021,22.89764336,26.41068955,-2.21,-0.0652633
99,26-06-2019 11.19,613878159,-3556555,3,41.8,1.47,703.62,91,8.974,50,17,285,-0.041,51.45467288,-0.298106996,833.937057,8.846159819,50,60,70,80,90,100,110,120,7.35,8.846159819,18.21843391,26.39039715,-0.89,-0.003400391
100,26-06-2019 11.19,613877537,-3557731,3,41.8,1.33,713.82,92,8.877,50,17,279,-0.097,51.45462074,-0.298205568,842.8955973,8.958540275,50,60,70,80,90,100,110,120,10.2,8.958540275,35.08623008,27.06517655,2.85,0.112380456
101,26-06-2019 11.19,613876866,-3558821,3,42,1.34,722.46,90,8.88,50,17,240,0.003,51.4545645,-0.29829693,851.794248,8.898650672,50,60,70,80,90,100,110,120,8.64,8.898650672,25.17467359,26.70451409,-1.56,-0.059889603
102,26-06-2019 11.19,613876210,-3559927,3,42.2,1.5,731.02,90,8.764,49,17,225,-0.116,51.45450952,-0.298389634,860.6622883,8.868040355,50,60,70,80,90,100,110,120,8.56,8.868040355,24.71063426,26.52110927,-0.08,-0.030610316
103,26-06-2019 11.19,613875588,-3561049,3,42.4,1.82,741.69,90,8.868,49,17,223,0.104,51.45445738,-0.298483679,869.3841063,8.721817957,50,60,70,80,90,100,110,120,10.67,8.721817957,38.39416281,25.65372287,2.11,-0.146222398
104,26-06-2019 11.19,613875071,-3562245,3,42.6,2.04,750.23,91,8.624,49,17,202,-0.244,51.45441405,-0.298583927,877.8379326,8.453826293,50,60,70,80,90,100,110,120,8.54,8.453826293,24.5952989,24.10144065,-2.13,-0.267991664
105,26-06-2019 11.19,613874682,-3563525,3,43,2.15,758.84,88,8.488,49,17,216,-0.136,51.45438144,-0.298691215,886.1088976,8.270964976,50,60,70,80,90,100,110,120,8.61,8.270964976,25.00015299,23.07006015,0.07,-0.182861318
106,26-06-2019 11.19,613874424,-3564930,2,43.2,2.38,767.41,89,8.583,56,17,132,0.095,51.45435981,-0.298808981,894.6157857,8.506888154,50,60,70,80,90,100,110,120,8.57,8.506888154,24.76840311,24.40494364,-0.04,0.235923178
