,timestamp(s),position_lat(semicircles),position_long(semicircles),gps_accuracy(m),altitude(m),grade(%),distance(m),cadence(rpm),speed(m/s),left_right_balance,temperature(C),watts,acceleration,position_lat(degrees),position_long(degrees),distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
18,01-04-2019 15.04,611269930,-3903127,3,51.2,0,117.41,0,2.523,58,17,0,0.236,51.23605365,-0.327156326,111.1767832,1.869898688,50,60,70,80,90,100,110,120,2.01,1.869898688,1.362474799,1.179159399,-0.85,-0.71225139
19,01-04-2019 15.04,611270058,-3902880,3,51.2,0,119.32,0,2.607,61,17,0,0.084,51.23606438,-0.327135623,113.0478247,1.871041535,50,60,70,80,90,100,110,120,1.91,1.871041535,1.230277547,1.1806012,-0.1,0.001142847
20,01-04-2019 15.04,611270269,-3902786,3,51.2,0,121.44,0,3.135,64,17,0,0.528,51.23608206,-0.327127744,115.0894675,2.041642787,50,60,70,80,90,100,110,120,2.12,2.041642787,1.515681973,1.405710474,0.21,0.170601252
21,01-04-2019 15.04,611270588,-3902786,3,51.2,0,124.42,0,3.823,67,17,0,0.688,51.2361088,-0.327127744,118.0626276,2.973160095,50,60,70,80,90,100,110,120,2.98,2.973160095,2.994807358,2.981075353,0.86,0.931517308
22,01-04-2019 15.04,611271048,-3902779,3,51.2,0,128.71,2,5.097,68,17,0,1.274,51.23614736,-0.327127157,122.3501377,4.287510092,50,60,70,80,90,100,110,120,4.29,4.287510092,6.206559851,6.199357392,1.31,1.314349997
23,01-04-2019 15.04,611271558,-3902667,3,51.2,0,133.53,8,5.707,67,17,239,0.61,51.23619011,-0.327117769,127.1481885,4.79805084,50,60,70,80,90,100,110,120,4.82,4.79805084,7.834845556,7.763651891,0.53,0.510540747
24,01-04-2019 15.04,611272176,-3902507,3,51.2,0,139.37,52,6.244,47,17,254,0.537,51.23624191,-0.327104358,132.9832879,5.835099384,50,60,70,80,90,100,110,120,5.84,5.835099384,11.50170058,11.48240545,1.02,1.037048544
25,01-04-2019 15.04,611272877,-3902344,3,51.2,0,145.97,59,6.786,50,17,260,0.542,51.23630066,-0.327090696,139.5856608,6.602372872,50,60,70,80,90,100,110,120,6.6,6.602372872,14.69008249,14.70064732,0.76,0.767273488
26,01-04-2019 15.04,611273595,-3902056,3,51.2,0,152.9,62,7.241,48,17,289,0.455,51.23636085,-0.327066556,146.4854115,6.899750694,50,60,70,80,90,100,110,120,6.93,6.899750694,16.19581594,16.05473572,0.33,0.297377822
27,01-04-2019 15.04,611274355,-3901604,3,51.2,0,160.46,67,7.701,46,17,313,0.46,51.23642455,-0.327028669,154.0439549,7.55854339,50,60,70,80,90,100,110,120,7.56,7.55854339,19.27435947,19.26693288,0.63,0.658792696
28,01-04-2019 15.04,611275118,-3901035,3,51.2,0,168.33,75,8.139,46,17,311,0.438,51.2364885,-0.326980976,161.8922863,7.848331401,50,60,70,80,90,100,110,120,7.87,7.848331401,20.88746947,20.77260819,0.31,0.28978801
29,01-04-2019 15.04,611275891,-3900377,3,51.2,0,176.5,81,8.602,46,17,283,0.463,51.23655329,-0.326925823,170.0561834,8.163897119,50,60,70,80,90,100,110,120,8.17,8.163897119,22.5102582,22.47664103,0.3,0.315565718
30,01-04-2019 15.05,611276539,-3899759,3,51.2,0,183.55,79,8.817,46,17,282,0.215,51.23660761,-0.326874023,177.0904825,7.03429917,50,60,70,80,90,100,110,120,7.05,7.03429917,16.76156623,16.68699106,-1.12,-1.129597949
31,01-04-2019 15.05,611276773,-3899521,4,51.2,0,186.14,77,8.859,47,17,281,0.042,51.23662722,-0.326854074,179.6760908,2.585608236,50,60,70,80,90,100,110,120,2.59,2.585608236,2.26222549,2.254560056,-4.46,-4.448690934
32,01-04-2019 15.05,611276841,-3899448,4,51.2,0,186.9,75,8.877,47,17,280,0.018,51.23663292,-0.326847956,180.4397266,0.763635806,50,60,70,80,90,100,110,120,0.76,0.763635806,0.194788605,0.196656783,-1.83,-1.82197243
33,01-04-2019 15.05,611276909,-3899374,4,51.2,0,187.67,82,8.894,47,17,279,0.017,51.23663862,-0.326841753,181.2066329,0.766906336,50,60,70,80,90,100,110,120,0.77,0.766906336,0.199948345,0.19834489,0.01,0.003270531
34,01-04-2019 15.05,611276977,-3899300,4,51.2,0,188.44,85,8.911,48,17,278,0.017,51.23664432,-0.32683555,181.9735392,0.766906306,50,60,70,80,90,100,110,120,0.77,0.766906306,0.199948345,0.198344874,2.84E-14,-3.01E-08
35,01-04-2019 15.05,611277045,-3899227,4,51.2,0,189.2,86,8.929,48,17,277,0.018,51.23665002,-0.326829432,182.7371749,0.763635717,50,60,70,80,90,100,110,120,0.76,0.763635717,0.194788605,0.196656738,-0.01,-0.003270589
36,01-04-2019 15.05,611277113,-3899153,3,51.2,0,189.97,88,8.946,48,17,276,0.017,51.23665572,-0.326823229,183.5040812,0.766906246,50,60,70,80,90,100,110,120,0.77,0.766906246,0.199948345,0.198344843,0.01,0.003270529
37,01-04-2019 15.05,611277181,-3899079,3,51.2,0,190.74,89,8.963,49,17,275,0.017,51.23666142,-0.326817026,184.2709874,0.766906216,50,60,70,80,90,100,110,120,0.77,0.766906216,0.199948345,0.198344827,0,-3.01E-08
38,01-04-2019 15.05,611277249,-3899005,3,51.2,0,191.51,90,8.981,49,17,274,0.018,51.23666712,-0.326810824,185.0378936,0.766906186,50,60,70,80,90,100,110,120,0.77,0.766906186,0.199948345,0.198344812,-2.84E-14,-3.01E-08
39,01-04-2019 15.05,611277317,-3898932,3,51.2,0,192.27,90,8.998,50,17,273,0.017,51.23667282,-0.326804705,185.8015292,0.7636356,50,60,70,80,90,100,110,120,0.76,0.7636356,0.194788605,0.196656677,-0.01,-0.003270585
40,01-04-2019 15.05,611277385,-3898858,3,51.2,0,193.04,87,9.015,50,17,272,0.017,51.23667852,-0.326798502,186.5684353,0.766906125,50,60,70,80,90,100,110,120,0.77,0.766906125,0.199948345,0.198344781,0.01,0.003270525
41,01-04-2019 15.05,611279747,-3895129,3,51.2,0,224.1,88,9.296,51,17,266,0.281,51.2368765,-0.326485941,217.5224099,30.95397458,50,60,70,80,90,100,110,120,31.06,30.95397458,325.3413513,323.1239926,30.29,30.18706845
42,01-04-2019 15.05,611285601,-3885800,3,51.2,0,301.4,93,10.078,52,17,259,0.782,51.23736718,-0.325703993,294.5965131,77.07410322,50,60,70,80,90,100,110,120,77.3,77.07410322,2015.094192,2003.333826,46.24,46.12012865
43,01-04-2019 15.05,611286365,-3884575,3,51.2,0,311.51,93,10.145,52,17,274,0.067,51.23743122,-0.325601315,304.6862321,10.08971903,50,60,70,80,90,100,110,120,10.11,10.08971903,34.46979294,34.33163674,-67.19,-66.98438419
44,01-04-2019 15.05,611287095,-3883470,3,51.2,0,320.9,94,10.141,52,17,221,-0.004,51.2374924,-0.325508695,314.0600804,9.373848211,50,60,70,80,90,100,110,120,9.39,9.373848211,29.73497296,29.63276637,-0.72,-0.715870822
45,01-04-2019 15.05,611287875,-3882391,3,51.2,0,330.54,84,10.122,52,17,161,-0.019,51.23755778,-0.325418254,323.6774508,9.617370394,50,60,70,80,90,100,110,120,9.64,9.617370394,31.33938222,31.19241843,0.25,0.243522183
46,01-04-2019 15.05,611288677,-3881293,3,51.2,0,340.41,46,10.131,43,17,38,0.009,51.237625,-0.325326221,333.5225246,9.845073865,50,60,70,80,90,100,110,120,9.87,9.845073865,32.85266981,32.68694416,0.23,0.227703471
47,01-04-2019 15.05,611289518,-3880213,3,51.2,0,350.48,85,10.268,41,17,216,0.137,51.2376955,-0.325235697,343.5801884,10.05766376,50,60,70,80,90,100,110,120,10.07,10.05766376,34.19757451,34.11383847,0.2,0.212589898
48,01-04-2019 15.05,611290367,-3879207,3,51.2,0,360.34,82,10.286,55,17,175,0.018,51.23776666,-0.325151375,353.4328367,9.852648284,50,60,70,80,90,100,110,120,9.86,9.852648284,32.78613277,32.73725965,-0.21,-0.205015479
49,01-04-2019 15.05,611291255,-3878283,3,51.2,0,370.24,83,9.916,55,17,143,-0.37,51.23784109,-0.325073926,363.3106055,9.877768853,50,60,70,80,90,100,110,120,9.9,9.877768853,33.0526856,32.904408,0.04,0.025120569
50,01-04-2019 15.05,611292052,-3877441,3,51.2,0,379.16,84,9.142,56,17,95,-0.774,51.23790789,-0.32500335,372.2167555,8.906149969,50,60,70,80,90,100,110,120,8.92,8.906149969,26.83280485,26.74954327,-0.98,-0.971618884
51,01-04-2019 15.05,611292890,-3876558,3,51.2,0,388.53,86,8.972,56,17,46,-0.17,51.23797813,-0.324929338,381.5736141,9.356858565,50,60,70,80,90,100,110,120,9.37,9.356858565,29.6084413,29.5254478,0.45,0.450708596
52,01-04-2019 15.05,611293662,-3875687,3,51.2,0,397.35,0,8.192,56,17,0,-0.78,51.23804284,-0.324856332,390.3829008,8.809286715,50,60,70,80,90,100,110,120,8.82,8.809286715,26.23454483,26.17085153,-0.55,-0.54757185
53,01-04-2019 15.05,611294352,-3874923,3,51.2,0,405.19,0,7.389,57,17,0,-0.803,51.23810068,-0.324792294,398.2080227,7.825121926,50,60,70,80,90,100,110,120,7.84,7.825121926,20.72852925,20.64993028,-0.98,-0.984164789
54,01-04-2019 15.05,611295076,-3874533,3,51.2,0,412.42,0,6.882,57,17,0,-0.507,51.23816136,-0.324759604,405.3293077,7.121284997,50,60,70,80,90,100,110,120,7.23,7.121284997,17.6284025,17.10224395,-0.61,-0.703836929
55,01-04-2019 15.05,611295854,-3874488,3,51.2,0,419.72,4,6.842,54,17,0,-0.04,51.23822657,-0.324755833,412.585216,7.255908324,50,60,70,80,90,100,110,120,7.3,7.255908324,17.97140716,17.75496977,0.07,0.134623327
56,01-04-2019 15.05,611296560,-3874766,2,51.2,0,426.57,9,6.657,50,17,60,-0.185,51.23828575,-0.324779134,419.3623256,6.7771096,50,60,70,80,90,100,110,120,6.85,6.7771096,15.82404489,15.4890714,-0.45,-0.478798724
57,01-04-2019 15.05,611297236,-3875332,2,51.2,0,433.71,47,7.049,49,17,253,0.392,51.23834241,-0.324826576,426.4759973,7.113671664,50,60,70,80,90,100,110,120,7.14,7.113671664,17.19225274,17.06569563,0.29,0.336562063
58,01-04-2019 15.05,611297928,-3876058,2,51.2,0,441.44,60,7.636,49,17,245,0.587,51.23840041,-0.324887428,434.1925032,7.716505882,50,60,70,80,90,100,110,120,7.73,7.716505882,20.15094192,20.08064907,0.59,0.602834218
59,01-04-2019 15.05,611298624,-3876815,2,51.2,0,449.3,76,7.85,49,17,277,0.214,51.23845875,-0.324950879,442.0405654,7.848062247,50,60,70,80,90,100,110,120,7.86,7.848062247,20.83442195,20.77118345,0.13,0.131556365
60,01-04-2019 15.05,611299348,-3877235,3,51.2,0,456.57,81,8.064,46,17,243,0.214,51.23851944,-0.324986083,449.219704,7.179138563,50,60,70,80,90,100,110,120,7.27,7.179138563,17.82400048,17.38125114,-0.59,-0.668923684
61,01-04-2019 15.05,611300023,-3877648,3,51.2,0,463.33,79,7.778,46,16,259,-0.286,51.23857602,-0.325020701,455.9566651,6.736961175,50,60,70,80,90,100,110,120,6.76,6.736961175,15.4109622,15.30609669,-0.51,-0.442177388
62,01-04-2019 15.05,611300360,-3877871,3,51.2,0,466.73,82,7.607,46,16,261,-0.171,51.23860426,-0.325039392,459.3564687,3.399803599,50,60,70,80,90,100,110,120,3.4,3.399803599,3.898470008,3.898019631,-3.36,-3.337157576
63,01-04-2019 15.05,611300505,-3877956,3,51.2,0,468.17,82,7.633,47,16,261,0.026,51.23861642,-0.325046517,460.7960483,1.439579509,50,60,70,80,90,100,110,120,1.44,1.439579509,0.699296489,0.698888149,-1.96,-1.96022409
64,01-04-2019 15.05,611300650,-3878040,3,51.2,0,469.61,81,7.659,47,16,260,0.026,51.23862857,-0.325053558,462.2336277,1.437579439,50,60,70,80,90,100,110,120,1.44,1.437579439,0.699296489,0.696947506,0,-0.00200007
65,01-04-2019 15.05,611300795,-3878125,3,51.2,0,471.05,81,7.685,48,16,259,0.026,51.23864072,-0.325060682,463.6732071,1.439579419,50,60,70,80,90,100,110,120,1.44,1.439579419,0.699296489,0.698888061,0,0.00199998
66,01-04-2019 15.05,611300940,-3878210,3,51.2,0,472.49,80,7.711,48,16,258,0.026,51.23865288,-0.325067807,465.1127865,1.439579373,50,60,70,80,90,100,110,120,1.44,1.439579373,0.699296489,0.698888016,0,-4.58E-08
67,01-04-2019 15.05,611303483,-3879456,3,51.2,0,497.65,79,7.42,48,16,245,-0.291,51.23886603,-0.325172246,489.9042889,24.79150241,50,60,70,80,90,100,110,120,25.16,24.79150241,213.4802177,207.272677,23.72,23.35192304
68,01-04-2019 15.05,611304966,-3880113,3,51.2,0,512.15,78,7.407,48,16,256,-0.013,51.23899033,-0.325227315,504.2480371,14.34374822,50,60,70,80,90,100,110,120,14.5,14.34374822,70.90426637,69.38437333,-10.66,-10.44775419
69,01-04-2019 15.05,611305720,-3880391,3,51.2,0,519.36,76,7.813,47,16,272,0.406,51.23905353,-0.325250616,511.4603025,7.21226538,50,60,70,80,90,100,110,120,7.21,7.21226538,17.5310082,17.5420264,-7.29,-7.131482842
70,01-04-2019 15.05,611306517,-3880741,3,51.2,0,527.07,77,7.955,47,16,268,0.142,51.23912034,-0.325279953,519.1641813,7.703878778,50,60,70,80,90,100,110,120,7.71,7.703878778,20.04680286,20.01498386,0.5,0.491613398
71,01-04-2019 15.05,611307354,-3881182,3,51.2,0,535.3,78,7.737,47,16,258,-0.218,51.23919049,-0.325316917,527.3786952,8.214513907,50,60,70,80,90,100,110,120,8.23,8.214513907,22.84210028,22.75621885,0.52,0.510635129
72,01-04-2019 15.05,611308133,-3881567,3,51.2,0,542.91,77,8.015,47,16,241,0.278,51.23925579,-0.325349187,534.9787861,7.600090945,50,60,70,80,90,100,110,120,7.61,7.600090945,19.53015441,19.47932672,-0.62,-0.614422962
73,01-04-2019 15.05,611308934,-3881910,3,51.2,0,550.65,78,8.124,47,16,239,0.109,51.23932293,-0.325377937,542.7079385,7.729152338,50,60,70,80,90,100,110,120,7.74,7.729152338,20.20311262,20.1465227,0.13,0.129061392
74,01-04-2019 15.05,611309764,-3882218,3,51.2,0,558.59,80,8.604,48,16,231,0.48,51.2393925,-0.325403754,550.6497716,7.941833143,50,60,70,80,90,100,110,120,7.94,7.941833143,21.26069064,21.27050888,0.2,0.212680805
75,01-04-2019 15.05,611310672,-3882545,3,51.2,0,567.27,81,8.267,49,16,219,-0.337,51.2394686,-0.325431162,559.3249976,8.675226038,50,60,70,80,90,100,110,120,8.68,8.675226038,25.408312,25.38037077,0.74,0.733392895
76,01-04-2019 15.05,611311562,-3882869,3,51.2,0,575.79,81,8.128,49,16,234,-0.139,51.2395432,-0.32545832,567.8327395,8.507741904,50,60,70,80,90,100,110,120,8.52,8.507741904,24.48023333,24.40984244,-0.16,-0.167484134
77,01-04-2019 15.05,611312453,-3883202,3,51.2,0,584.32,82,8.339,49,16,241,0.211,51.23961789,-0.325486232,576.3613794,8.528639876,50,60,70,80,90,100,110,120,8.53,8.528639876,24.53773239,24.52990784,0.01,0.020897971
78,01-04-2019 15.05,611313361,-3883525,3,51.2,0,592.99,84,8.39,49,16,230,0.051,51.23969399,-0.325513305,585.0314997,8.670120302,50,60,70,80,90,100,110,120,8.67,8.670120302,25.34980123,25.35050472,0.14,0.141480426
79,01-04-2019 15.05,611314233,-3883809,2,51.2,0,601.29,84,8.408,49,16,220,0.018,51.23976708,-0.32553711,593.3259867,8.294486943,50,60,70,80,90,100,110,120,8.3,8.294486943,23.23231824,23.20146558,-0.37,-0.375633358
80,01-04-2019 15.05,611315135,-3884028,2,51.2,0,609.8,80,8.442,49,16,213,0.034,51.23984269,-0.325555466,601.8294198,8.503433126,50,60,70,80,90,100,110,120,8.51,8.503433126,24.42280172,24.38512379,0.21,0.208946183
81,01-04-2019 15.05,611316001,-3884217,2,51.2,0,617.96,77,8.617,49,16,207,0.175,51.23991528,-0.325571308,609.9757508,8.146331008,50,60,70,80,90,100,110,120,8.16,8.146331008,22.45518725,22.38001992,-0.35,-0.357102118
82,01-04-2019 15.05,611316961,-3884411,2,51.2,0,626.98,74,8.687,49,16,192,0.07,51.23999574,-0.325587569,618.9945156,9.018764841,50,60,70,80,90,100,110,120,9.02,9.018764841,27.43780963,27.43029571,0.86,0.872433833
83,01-04-2019 15.05,611317905,-3884608,2,51.2,0,635.86,71,8.767,50,16,174,0.08,51.24007487,-0.325604081,627.8676061,8.873090434,50,60,70,80,90,100,110,120,8.88,8.873090434,26.59269147,26.5513238,-0.14,-0.145674407
84,01-04-2019 15.05,611318844,-3884778,2,51.2,0,644.67,68,8.771,52,16,149,0.004,51.24015357,-0.32561833,636.6753583,8.807752251,50,60,70,80,90,100,110,120,8.81,8.807752251,26.17508979,26.16173508,-0.07,-0.065338183
85,01-04-2019 15.05,611319766,-3884907,2,51.2,0,653.3,80,8.402,47,16,143,-0.369,51.24023085,-0.325629143,645.3015334,8.626175079,50,60,70,80,90,100,110,120,8.63,8.626175079,25.11643261,25.09417372,-0.18,-0.181577173
86,01-04-2019 15.05,611320649,-3885026,2,51.2,0,661.57,80,8.404,55,16,121,0.002,51.24030487,-0.325639118,653.5605557,8.259022306,50,60,70,80,90,100,110,120,8.27,8.259022306,23.06467729,23.00348528,-0.36,-0.367152773
87,01-04-2019 15.05,611321507,-3885145,2,51.2,0,669.6,75,8.097,58,16,86,-0.307,51.24037678,-0.325649092,661.5874205,8.026864782,50,60,70,80,90,100,110,120,8.03,8.026864782,21.74540266,21.72842551,-0.24,-0.232157523
88,01-04-2019 15.05,611322303,-3885235,2,51.2,0,677.04,68,7.691,64,16,61,-0.406,51.2404435,-0.325656636,669.0249034,7.437482947,50,60,70,80,90,100,110,120,7.44,7.437482947,18.66733127,18.65470258,-0.59,-0.589381835
89,01-04-2019 15.05,611323110,-3885330,2,51.2,0,684.58,53,7.983,42,16,129,0.292,51.24051115,-0.325664598,676.5667449,7.541841446,50,60,70,80,90,100,110,120,7.54,7.541841446,19.17251363,19.18187953,0.1,0.104358498
90,01-04-2019 15.06,611323415,-3884770,4,51.2,0,690.05,61,8.027,0,16,216,0.044,51.24053671,-0.32561766,680.8977835,4.331038615,50,60,70,80,90,100,110,120,5.47,4.331038615,10.09046118,6.325873093,-2.07,-3.210802831
91,01-04-2019 15.06,611324128,-3884726,4,51.2,0,697.82,63,8.081,0,16,188,0.054,51.24059647,-0.325613972,687.5480801,6.65029663,50,60,70,80,90,100,110,120,7.77,6.65029663,20.36002941,14.91483308,2.3,2.319258015
92,01-04-2019 15.06,611325029,-3884887,4,51.2,0,706.29,58,8.274,8,16,196,0.193,51.24067199,-0.325627467,695.9980095,8.449929362,50,60,70,80,90,100,110,120,8.47,8.449929362,24.19374974,24.07922585,0.7,1.799632732
93,01-04-2019 15.06,611325378,-3884952,3,51.2,0,709.56,57,8.309,17,16,210,0.035,51.24070125,-0.325632915,699.2728139,3.274804433,50,60,70,80,90,100,110,120,3.27,3.274804433,3.606051034,3.616655167,-5.2,-5.175124929
94,01-04-2019 15.06,611325555,-3884999,3,51.2,0,711.24,57,8.284,27,16,224,-0.025,51.24071608,-0.325636854,700.9451379,1.672324011,50,60,70,80,90,100,110,120,1.68,1.672324011,0.951820221,0.943142279,-1.59,-1.602480422
95,01-04-2019 15.06,611325732,-3885045,3,51.2,0,712.91,57,8.26,36,16,239,-0.024,51.24073092,-0.32564071,702.616515,1.671377043,50,60,70,80,90,100,110,120,1.67,1.671377043,0.940522751,0.942074457,-0.01,-0.000946967
96,01-04-2019 15.06,611325909,-3885092,3,51.2,0,714.59,58,8.235,44,16,253,-0.025,51.24074575,-0.32564465,704.288839,1.672323982,50,60,70,80,90,100,110,120,1.68,1.672323982,0.951820221,0.943142247,0.01,0.000946938
97,01-04-2019 15.06,611326623,-3885281,3,51.2,0,721.36,57,8.215,48,16,273,-0.02,51.2408056,-0.325660491,711.0342569,6.745417962,50,60,70,80,90,100,110,120,6.77,6.745417962,15.45659049,15.34454775,5.09,5.07309398
98,01-04-2019 15.06,611330435,-3886160,2,51.2,0,757.51,58,8.259,49,16,283,0.044,51.24112512,-0.325734168,746.9313445,35.89708757,50,60,70,80,90,100,110,120,36.15,35.89708757,440.7100625,434.5650472,29.38,29.15166961
99,01-04-2019 15.06,611331289,-3886214,2,51,0,765.49,60,8.28,46,16,251,0.021,51.2411967,-0.325738695,754.8970729,7.965728423,50,60,70,80,90,100,110,120,7.98,7.965728423,21.47544373,21.39869827,-28.17,-27.93135915
100,01-04-2019 15.06,611332156,-3886258,2,51,0,773.58,58,8.296,52,16,265,0.016,51.24126937,-0.325742383,762.981808,8.08473508,50,60,70,80,90,100,110,120,8.09,8.08473508,22.07157915,22.04286041,0.11,0.119006657
101,01-04-2019 15.06,611333048,-3886349,2,51,0,781.91,64,8.35,41,16,258,0.054,51.24134414,-0.32575001,771.3124107,8.330602663,50,60,70,80,90,100,110,120,8.33,8.330602663,23.40056623,23.40395234,0.24,0.245867583
102,01-04-2019 15.06,611333948,-3886460,2,51,0,790.33,65,8.419,41,16,268,0.069,51.24141958,-0.325759314,779.7256033,8.413192636,50,60,70,80,90,100,110,120,8.42,8.413192636,23.90895234,23.87030836,0.09,0.082589973
103,01-04-2019 15.06,611334841,-3886548,2,51.2,0,798.68,74,8.372,41,16,270,-0.047,51.24149443,-0.32576669,788.064411,8.338807722,50,60,70,80,90,100,110,120,8.35,8.338807722,23.51306879,23.45007755,-0.07,-0.074384914
104,01-04-2019 15.06,611335719,-3886597,2,51.2,0,806.87,77,8.354,43,16,277,-0.018,51.24156802,-0.325770797,796.2525845,8.188173493,50,60,70,80,90,100,110,120,8.19,8.188173493,22.62060243,22.61051401,-0.16,-0.150634229
105,01-04-2019 15.06,611336595,-3886637,2,51.4,0.19,815.05,76,8.225,47,16,289,-0.129,51.24164145,-0.32577415,804.4204597,8.167875179,50,60,70,80,90,100,110,120,8.18,8.167875179,22.56539659,22.49855096,-0.01,-0.020298314
106,01-04-2019 15.06,611337456,-3886573,2,51.8,0.77,823.09,77,8.002,48,16,289,-0.223,51.24171361,-0.325768786,812.4538799,8.033420169,50,60,70,80,90,100,110,120,8.04,8.033420169,21.79959679,21.76393038,-0.14,-0.13445501
107,01-04-2019 15.06,611338296,-3886458,2,52.2,1.63,830.95,77,8.083,48,16,287,0.081,51.24178402,-0.325759146,820.3115931,7.857713226,50,60,70,80,90,100,110,120,7.86,7.857713226,20.83442195,20.82230066,-0.18,-0.175706942
