,timestamp(s),position_lat(semicircles),position_long(semicircles),gps_accuracy(m),altitude(m),grade(%),distance(m),cadence(rpm),speed(m/s),left_right_balance,temperature(C),watts,acceleration,position_lat(degrees),position_long(degrees),distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
10,30-06-2019 10.10,611258089,-3880680,1,53.4,-14.56,8.76,79,4.603,52,22,181,0.033,51.23506115,-0.32527484,8.74573303,0.471234969,50,60,70,80,90,100,110,120,0.47,0.471234969,0.07449585,0.074887854,1.78E-15,0.005469735
11,30-06-2019 10.10,611258491,-3879359,1,53,-13.19,17.39,80,5.011,50,22,138,0.408,51.23509484,-0.325164115,17.31692005,8.571187018,50,60,70,80,90,100,110,120,8.63,8.571187018,25.11643261,24.77526485,8.16,8.099952049
12,30-06-2019 10.10,611261137,-3870378,2,52.8,-7.53,75.73,82,7.564,47,22,84,2.553,51.23531663,-0.324411336,75.23911127,57.92219122,50,60,70,80,90,100,110,120,58.34,57.92219122,1147.807909,1131.426456,49.71,49.3510042
13,30-06-2019 10.10,611261361,-3869140,2,52.4,-3.51,83.32,80,7.204,41,22,42,-0.36,51.2353354,-0.324307568,82.75922448,7.52011321,50,60,70,80,90,100,110,120,7.59,7.52011321,19.42763409,19.07151179,-50.75,-50.40207801
14,30-06-2019 10.10,611261613,-3867815,2,52.2,-1.38,89.4,31,7.539,9,22,167,0.335,51.23535653,-0.324196508,90.84027186,8.081047385,50,60,70,80,90,100,110,120,6.08,8.081047385,12.46647074,22.02275615,-1.51,0.560934175
15,30-06-2019 10.10,611261830,-3866457,2,52.2,-1.44,96.18,52,7.68,37,21,177,0.141,51.23537472,-0.324082682,99.01905544,8.178783579,50,60,70,80,90,100,110,120,6.78,8.178783579,15.50228622,22.55868584,0.7,0.097736194
16,30-06-2019 10.10,611262050,-3865067,2,52,-1.42,104.4,65,7.795,34,21,131,0.115,51.23539316,-0.323966173,107.3857122,8.366656714,50,60,70,80,90,100,110,120,8.22,8.366656714,22.78662465,23.60697084,1.44,0.187873134
17,30-06-2019 10.10,611262274,-3863641,2,52,-1.21,112.82,58,8.085,14,21,106,0.29,51.23541193,-0.323846648,115.9651916,8.579479418,50,60,70,80,90,100,110,120,8.42,8.579479418,23.90895234,24.82322689,0.2,0.212822705
18,30-06-2019 10.10,611262514,-3862208,2,52,-1.78,121.46,57,8.348,0,21,80,0.263,51.23543205,-0.323726535,124.621625,8.65643345,50,60,70,80,90,100,110,120,8.64,8.65643345,25.17467359,25.27053012,0.22,0.076954032
19,30-06-2019 10.11,611262741,-3860851,2,52,-1.87,129.88,66,8.48,16,21,60,0.132,51.23545107,-0.323612792,132.8183028,8.196677729,50,60,70,80,90,100,110,120,8.42,8.196677729,23.90895234,22.65750496,-0.22,-0.459755721
20,30-06-2019 10.11,611262916,-3859754,2,52,-0.82,138.64,63,8.381,10,21,53,-0.099,51.23546574,-0.323520843,139.4244807,6.606177997,50,60,70,80,90,100,110,120,8.76,6.606177997,25.87882631,14.71759696,0.34,-1.590499732
21,30-06-2019 10.11,611263160,-3858127,2,51.8,-0.07,148.79,61,8.169,8.666666667,21,46,-0.212,51.23548619,-0.323384469,149.1875666,9.763085875,50,60,70,80,90,100,110,120,10.15,9.763085875,34.74309052,32.1447892,1.39,3.156907878
22,30-06-2019 10.11,611263356,-3856848,2,51.8,0,157.16,58,7.794,11.55555556,21,40,-0.375,51.23550262,-0.323277265,156.8716061,7.684039474,50,60,70,80,90,100,110,120,8.37,7.684039474,23.62584114,19.91202999,-1.78,-2.079046402
23,30-06-2019 10.11,611263538,-3855657,2,51.8,0,163.67,55,7.619,10.07407407,21,33,-0.175,51.23551788,-0.323177436,164.0258141,7.154207984,50,60,70,80,90,100,110,120,6.51,7.154207984,14.2921755,17.26074301,-1.86,-0.529831489
24,30-06-2019 10.11,611263743,-3854578,2,51.8,0,170,53,7.15,10.09876543,21,26,-0.469,51.23553506,-0.323086996,170.6059292,6.580115141,50,60,70,80,90,100,110,120,6.33,6.580115141,13.51275129,14.60169759,-0.18,-0.574092843
25,30-06-2019 10.11,611263958,-3853657,2,51.8,0,178.32,50,6.778,10.57613169,21,20,-0.372,51.23555308,-0.323009798,176.3419208,5.735991585,50,60,70,80,90,100,110,120,8.32,5.735991585,23.34441612,11.09566598,1.99,-0.844123556
26,30-06-2019 10.11,611264149,-3852922,2,51.8,0,182.68,48,6.037,10.24965706,21,13,-0.741,51.23556909,-0.322948191,180.9858324,4.643911557,50,60,70,80,90,100,110,120,4.36,4.643911557,6.410757394,7.27284352,-3.96,-1.092080028
27,30-06-2019 10.11,611264309,-3852382,2,52,0,186.89,45,5.405,10.30818473,21,6,-0.632,51.2355825,-0.322902929,184.4720894,3.486257059,50,60,70,80,90,100,110,120,4.21,3.486257059,5.977238086,4.098785364,-0.15,-1.157654498
28,30-06-2019 10.11,611264460,-3851933,2,52,0,192.87,0,4.995,10.37799116,21,0,-0.41,51.23559516,-0.322865294,187.4463126,2.974223212,50,60,70,80,90,100,110,120,5.98,2.974223212,12.05976184,2.983207629,1.77,-0.512033847
29,30-06-2019 10.11,611264580,-3851524,2,52,0,197.81,0,4.575,10.31194432,21,0,-0.42,51.23560522,-0.322831012,190.0821223,2.635809684,50,60,70,80,90,100,110,120,4.94,2.635809684,8.229818572,2.342957776,-1.04,-0.338413528
30,30-06-2019 10.11,611264699,-3851174,2,52,0,199.52,0,4.11,10.33270674,22,0,-0.465,51.23561519,-0.322801676,192.4062893,2.324166998,50,60,70,80,90,100,110,120,1.71,2.324166998,0.986117314,1.821675525,-3.23,-0.311642687
31,30-06-2019 10.11,611264818,-3850868,2,52,0,203.66,0,3.467,10.34088074,22,0,-0.643,51.23562517,-0.322776027,194.5083867,2.102097345,50,60,70,80,90,100,110,120,4.14,2.102097345,5.780122539,1.490191256,2.43,-0.222069653
32,30-06-2019 10.11,611264917,-3850655,2,52,0,205.8,0,2.931,10.3285106,22,0,-0.536,51.23563346,-0.322758174,196.0564124,1.548025687,50,60,70,80,90,100,110,120,2.14,1.548025687,1.544414641,0.808151325,-2,-0.554071658
33,30-06-2019 10.11,611264927,-3850643,2,52,0,207.96,0,2.835,10.33403269,22,0,-0.096,51.2356343,-0.322757168,196.1729906,0.116578273,50,60,70,80,90,100,110,120,2.16,0.116578273,1.5734171,0.004583229,0.02,-1.431447414
34,30-06-2019 10.11,611264938,-3850630,2,52,0,210.11,2,2.738,10.33447467,22,0,-0.097,51.23563522,-0.322756078,196.3005291,0.127538441,50,60,70,80,90,100,110,120,2.15,0.127538441,1.558882147,0.00548553,-0.01,0.010960167
35,30-06-2019 10.11,611264948,-3850618,2,52,0,212.27,3,2.642,10.33233932,22,0,-0.096,51.23563606,-0.322755072,196.4171073,0.116578271,50,60,70,80,90,100,110,120,2.16,0.116578271,1.5734171,0.004583229,0.01,-0.01096017
36,30-06-2019 10.11,611264958,-3850606,2,52,0,214.43,0,2.545,10.33361556,22,0,-0.097,51.2356369,-0.322754066,196.5336856,0.11657827,50,60,70,80,90,100,110,120,2.16,0.11657827,1.5734171,0.004583229,0,-7.66E-10
37,30-06-2019 10.11,611264968,-3850594,2,52,0,216.59,0,2.448,10.33347652,22,0,-0.097,51.23563774,-0.322753061,196.6502639,0.11657827,50,60,70,80,90,100,110,120,2.16,0.11657827,1.5734171,0.004583229,0,-2.01E-10
38,30-06-2019 10.11,611264978,-3850582,2,52,0,218.75,0,2.352,7.74985785,22,0,-0.096,51.23563858,-0.322752055,196.7668421,0.116578269,50,60,70,80,90,100,110,120,2.16,0.116578269,1.5734171,0.004583229,0,-1.33E-09
39,30-06-2019 10.11,611264988,-3850570,2,52,0,220.91,0,2.255,5.683389986,22,0,-0.097,51.23563942,-0.322751049,196.8834204,0.116578268,50,60,70,80,90,100,110,120,2.16,0.116578268,1.5734171,0.004583229,0,-7.68E-10
40,30-06-2019 10.11,611264998,-3850557,2,52,0,223.06,0,2.158,3.961120726,22,0,-0.097,51.23564025,-0.322749959,197.0035946,0.120174223,50,60,70,80,90,100,110,120,2.15,0.120174223,1.558882147,0.004870337,-0.01,0.003595955
41,30-06-2019 10.11,611265009,-3850545,2,52,0,225.22,6,2.062,0,22,341,-0.096,51.23564118,-0.322748953,197.1277506,0.124155954,50,60,70,80,90,100,110,120,2.16,0.124155954,1.5734171,0.005198421,0.01,0.003981731
42,30-06-2019 10.11,611265947,-3849376,2,52,0,227.36,24,2.407,0,22,280,0.345,51.2357198,-0.322650969,208.2167697,11.08901912,50,60,70,80,90,100,110,120,2.14,11.08901912,1.544414641,41.46891074,-0.02,10.96486317
43,30-06-2019 10.11,611267049,-3847741,2,51.8,0,231.04,43,3.672,0,22,200,1.265,51.23581217,-0.322513925,222.2355211,14.01875139,50,60,70,80,90,100,110,120,3.68,14.01875139,4.567010402,66.27580799,1.54,2.929732266
44,30-06-2019 10.11,611267406,-3846834,2,51.6,0,236.55,52,4.952,13,22,175,1.28,51.23584209,-0.322437901,228.4873553,6.251834242,50,60,70,80,90,100,110,120,5.51,6.251834242,10.23857606,13.18108841,1.83,-7.766917143
45,30-06-2019 10.11,611267644,-3845763,2,51.6,0,242.42,46,5.858,48,22,247,0.906,51.23586204,-0.322348131,235.1192133,6.631857927,50,60,70,80,90,100,110,120,5.87,6.631857927,11.62017225,14.8322416,0.36,0.380023684
46,30-06-2019 10.11,611267769,-3844602,2,51.4,-0.19,248.65,56,6.458,51,22,217,0.6,51.23587252,-0.322250817,241.9937332,6.874519951,50,60,70,80,90,100,110,120,6.23,6.874519951,13.0891805,15.93753372,0.36,0.242662024
47,30-06-2019 10.11,611267822,-3843355,2,51.6,-0.85,255.08,55,6.788,47,22,200,0.33,51.23587696,-0.322146295,249.2874179,7.293684664,50,60,70,80,90,100,110,120,6.43,7.293684664,13.94306684,17.94032596,0.2,0.419164713
48,30-06-2019 10.11,611267849,-3842110,2,51.6,-1.13,262.38,58,6.906,47,22,191,0.118,51.23587922,-0.32204194,256.557041,7.269623172,50,60,70,80,90,100,110,120,7.3,7.269623172,17.97140716,17.82215277,0.87,-0.024061492
49,30-06-2019 10.11,611267928,-3840900,2,51.6,-0.47,268.93,60,6.958,50,22,178,0.052,51.23588584,-0.321940519,263.6563479,7.099306876,50,60,70,80,90,100,110,120,6.55,7.099306876,14.46834858,16.99684298,-0.75,-0.170316295
50,30-06-2019 10.11,611268119,-3839655,2,51.8,0,276.16,64,7.033,48,22,248,0.075,51.23590185,-0.321836164,271.1365255,7.480177588,50,60,70,80,90,100,110,120,7.23,7.480177588,17.6284025,18.8694908,0.68,0.380870712
51,30-06-2019 10.11,611268386,-3838410,2,51.8,0,283.64,68,7.281,52,22,220,0.248,51.23592423,-0.32173181,278.8161532,7.679627728,50,60,70,80,90,100,110,120,7.48,7.679627728,18.86859484,19.88917181,0.25,0.19945014
52,30-06-2019 10.11,611268713,-3837147,2,51.8,0,290.91,71,7.555,53,22,227,0.274,51.23595164,-0.321625946,286.7917337,7.975580489,50,60,70,80,90,100,110,120,7.27,7.975580489,17.82400048,21.45166311,-0.21,0.295952761
53,30-06-2019 10.11,611269051,-3835842,2,51.8,0.11,298.36,66,7.803,47,22,296,0.248,51.23597997,-0.321516562,295.0329796,8.24124587,50,60,70,80,90,100,110,120,7.45,8.24124587,18.71754599,22.90456803,0.18,0.26566538
54,30-06-2019 10.11,611269399,-3834467,2,51.8,0.39,306.67,64,7.743,44,22,359,-0.06,51.23600914,-0.321401311,303.6875976,8.654617958,50,60,70,80,90,100,110,120,8.31,8.654617958,23.28833346,25.25993138,0.86,0.413372088
55,30-06-2019 10.11,611269795,-3833065,2,51.8,0.28,315.16,69,7.726,47,22,437,-0.017,51.23604233,-0.321283797,312.6629983,8.975400732,50,60,70,80,90,100,110,120,8.49,8.975400732,24.30814083,27.16714867,0.18,0.320782774
56,30-06-2019 10.11,611270190,-3831563,2,52,0,324.6,71,8.158,48,22,437,0.432,51.23607544,-0.321157901,322.1697395,9.506741205,50,60,70,80,90,100,110,120,9.44,9.506741205,30.05248243,30.47892931,0.95,0.531340474
57,30-06-2019 10.11,611270573,-3830032,2,52,0.12,332.98,73,8.565,49,22,438,0.407,51.23610754,-0.321029574,331.7906679,9.620928354,50,60,70,80,90,100,110,120,8.38,9.620928354,23.68232848,31.21550206,-1.06,0.114187148
58,30-06-2019 10.11,611270972,-3828488,2,52,0.41,341.56,78,9.119,49,22,406,0.554,51.23614099,-0.320900157,341.5379912,9.747323319,50,60,70,80,90,100,110,120,8.58,9.747323319,24.82623941,32.04107711,0.2,0.126394966
59,30-06-2019 10.11,611271332,-3826852,2,52.2,0.4,351.12,80,9.475,49,22,322,0.356,51.23617116,-0.320763029,351.6573528,10.11936159,50,60,70,80,90,100,110,120,9.56,10.11936159,30.82138482,34.53365868,0.98,0.372038266
60,30-06-2019 10.11,611271690,-3825221,2,52.2,0.49,360.95,82,9.754,49,22,252,0.279,51.23620117,-0.32062632,361.7430039,10.08565113,50,60,70,80,90,100,110,120,9.83,10.08565113,32.58692635,34.30395914,0.27,-0.033710455
61,30-06-2019 10.11,611272006,-3823665,2,52.4,0.86,371.46,80,9.833,49,22,314,0.079,51.23622766,-0.320495898,371.2887698,9.545765878,50,60,70,80,90,100,110,120,10.51,9.545765878,37.25133105,30.7296717,0.68,-0.539885252
62,30-06-2019 10.11,611272237,-3822456,2,52.4,1.05,381.97,84,9.928,48,22,323,0.095,51.23624702,-0.320394561,378.6650962,7.376326411,50,60,70,80,90,100,110,120,10.51,7.376326411,37.25133105,18.34917812,5.68E-14,-2.169439467
63,30-06-2019 10.11,611272341,-3821900,2,52.6,1.02,392.58,82,10.08,47,22,323,0.152,51.23625574,-0.320347957,382.0513345,3.386238302,50,60,70,80,90,100,110,120,10.61,3.386238302,37.96357748,3.866975306,0.1,-3.99008811
64,30-06-2019 10.11,611272406,-3821554,2,52.4,0.88,403.49,81,10.282,45,22,324,0.202,51.23626119,-0.320318956,384.1593476,2.108013145,50,60,70,80,90,100,110,120,10.91,2.108013145,40.14078529,1.498590561,0.3,-1.278225157
65,30-06-2019 10.11,611272470,-3821207,2,52.4,0.74,414.39,82,10.485,43,22,324,0.203,51.23626655,-0.320289871,386.270298,2.110950362,50,60,70,80,90,100,110,120,10.9,2.110950362,40.06723371,1.502769616,-0.01,0.002937217
66,30-06-2019 10.11,611272535,-3820861,2,52.4,0.59,425.3,79,10.687,41,22,324,0.202,51.236272,-0.320260869,388.3783107,2.10801269,50,60,70,80,90,100,110,120,10.91,2.10801269,40.14078529,1.498589914,0.01,-0.002937671
67,30-06-2019 10.11,611272599,-3820515,2,52.4,0.45,436.24,81,10.935,41,22,301,0.248,51.23627736,-0.320231868,390.4836635,2.105352866,50,60,70,80,90,100,110,120,10.94,2.105352866,40.36184473,1.494810553,0.03,-0.002659824
68,30-06-2019 10.11,611274070,-3811103,2,52.6,0.3,447.68,82,11.559,41,22,289,0.624,51.23640066,-0.319442963,447.0926641,56.6090006,50,60,70,80,90,100,110,120,11.44,56.6090006,44.13553672,1080.705443,0.5,54.50364773
69,30-06-2019 10.11,611274349,-3809235,2,52.8,0.48,460.84,83,11.622,41,22,303,0.063,51.23642405,-0.319286389,458.2992193,11.20655514,50,60,70,80,90,100,110,120,13.16,11.20655514,58.40474632,42.35265379,1.72,-45.40244546
70,30-06-2019 10.11,611274618,-3807380,2,52.8,0.34,472.25,84,11.638,41,22,315,0.016,51.23644659,-0.319130905,469.4105919,11.11137267,50,60,70,80,90,100,110,120,11.41,11.11137267,43.90436015,41.63626756,-1.75,-0.095182475
71,30-06-2019 10.11,611274854,-3805505,2,52.8,0.06,484.75,87,11.471,41,22,258,-0.167,51.23646637,-0.318973744,480.5710219,11.16042998,50,60,70,80,90,100,110,120,12.5,11.16042998,52.69342031,42.00473195,1.09,0.049057316
72,30-06-2019 10.11,611275064,-3803664,2,52.8,0.18,498.07,83,11.671,41,22,255,0.2,51.23648398,-0.318819433,491.490977,10.91995512,50,60,70,80,90,100,110,120,13.32,10.91995512,59.83355581,40.21407374,0.82,-0.240474866
73,30-06-2019 10.11,611275264,-3801761,2,52.8,0.23,507.49,85,11.546,41,22,180,-0.125,51.23650074,-0.318659926,502.7512517,11.26027468,50,60,70,80,90,100,110,120,9.42,11.26027468,29.9252763,42.75966884,-3.9,0.340319569
74,30-06-2019 10.11,611275477,-3799790,2,52.8,0.05,519.37,81,11.582,43,22,197,0.036,51.23651859,-0.318494719,514.4230413,11.67178958,50,60,70,80,90,100,110,120,11.88,11.67178958,47.59586726,45.94214438,2.46,0.411514896
75,30-06-2019 10.11,611275747,-3797827,2,52.6,0,531.54,79,11.564,46,22,242,-0.018,51.23654122,-0.318330182,526.1512289,11.72818764,50,60,70,80,90,100,110,120,12.17,11.72818764,49.94793293,46.38720171,0.29,0.05639806
76,30-06-2019 10.11,611276069,-3795903,2,52.4,0,543.05,79,11.586,46,22,204,0.022,51.23656821,-0.318168914,537.7728557,11.62162676,50,60,70,80,90,100,110,120,11.51,11.62162676,44.67730939,45.5480942,-0.66,-0.106560884
77,30-06-2019 10.11,611276431,-3793983,2,52.4,-0.32,556.34,75,11.757,54,22,214,0.171,51.23659856,-0.318007981,549.4739301,11.70107435,50,60,70,80,90,100,110,120,13.29,11.70107435,59.56433881,46.17297325,1.78,0.079447595
78,30-06-2019 10.11,611276814,-3792009,2,52.2,-0.73,567.67,73,11.885,55,22,199,0.128,51.23663066,-0.317842523,561.5335508,12.0596208,50,60,70,80,90,100,110,120,11.33,12.0596208,43.29085698,49.04600832,-1.96,0.358546447
79,30-06-2019 10.12,611277220,-3790082,2,52.2,-0.83,580.87,67,12.071,55,22,151,0.186,51.23666469,-0.317681003,573.3980864,11.86453556,50,60,70,80,90,100,110,120,13.2,11.86453556,58.76032995,47.47203488,1.87,-0.195085237
80,30-06-2019 10.12,611277653,-3788223,2,52.2,-0.83,594.41,69,12.206,56,22,139,0.135,51.23670098,-0.317525184,584.9725436,11.57445718,50,60,70,80,90,100,110,120,13.54,11.57445718,61.82636195,45.17910556,0.34,-0.290078378
81,30-06-2019 10.12,611278081,-3786465,2,52.2,-0.72,605.69,71,12.211,59,22,79,0.005,51.23673686,-0.31737783,595.9795399,11.00699636,50,60,70,80,90,100,110,120,11.28,11.00699636,42.90960954,40.85770881,-2.26,-0.567460823
82,30-06-2019 10.12,611278437,-3785169,2,52.2,-0.37,616.87,69,12.083,59,22,33,-0.128,51.2367667,-0.3172692,604.2381211,8.258581153,50,60,70,80,90,100,110,120,11.18,8.258581153,42.15217324,23.00102791,-0.1,-2.748415205
83,30-06-2019 10.12,611279099,-3782790,2,52.2,-0.07,630.25,57,12.06,37,22,56,-0.023,51.23682219,-0.317069795,619.4299955,15.19187439,50,60,70,80,90,100,110,120,13.38,15.19187439,60.37381091,77.83216038,2.2,6.933293239
84,30-06-2019 10.12,611279590,-3781050,2,52.2,0,641.02,40,12.128,4,22,119,0.068,51.23686334,-0.31692395,630.5672608,11.13726528,50,60,70,80,90,100,110,120,10.77,11.13726528,39.11720085,41.83054204,-2.61,-4.054609109
85,30-06-2019 10.12,611280076,-3779294,2,52.2,0,655.47,64,11.768,51,22,113,-0.36,51.23690408,-0.316776764,641.7707823,11.20352148,50,60,70,80,90,100,110,120,14.45,11.20352148,70.41611453,42.32972683,3.68,0.066256199
86,30-06-2019 10.12,611280589,-3777573,2,52.2,0,667.33,67,11.17,57,22,70,-0.598,51.23694708,-0.316632511,652.8936322,11.12284996,50,60,70,80,90,100,110,120,11.86,11.12284996,47.43574671,41.72232688,-2.59,-0.080671521
87,30-06-2019 10.12,611281078,-3775890,2,52.4,0,678.67,61,10.906,55,22,32,-0.264,51.23698806,-0.316491444,663.7206319,10.82699964,50,60,70,80,90,100,110,120,11.34,10.82699964,43.36730881,39.53234787,-0.52,-0.295850317
88,30-06-2019 10.12,611281535,-3774222,2,52.4,0,689,47,10.733,50,22,8,-0.173,51.23702637,-0.316351634,674.345249,10.62461714,50,60,70,80,90,100,110,120,10.33,10.62461714,35.98628428,38.06825251,-1.01,-0.202382507
89,30-06-2019 10.12,611282019,-3772566,2,52.6,0.2,699.65,31,10.594,45,22,0,-0.139,51.23706694,-0.316212829,685.0097271,10.66447812,50,60,70,80,90,100,110,120,10.65,10.66447812,38.25036458,38.35443402,0.32,0.039860983
90,30-06-2019 10.12,611282497,-3770939,2,52.8,0.61,710.41,18,10.406,40,22,90,-0.188,51.237107,-0.316076456,695.4972222,10.48749505,50,60,70,80,90,100,110,120,10.76,10.48749505,39.04459353,37.09197008,0.11,-0.176983073
91,30-06-2019 10.12,611282973,-3769327,2,52.8,0.91,719.61,66,10.422,57,22,220,0.016,51.2371469,-0.315941339,705.8975704,10.40034825,50,60,70,80,90,100,110,120,9.2,10.40034825,28.54381501,36.47809307,-1.56,-0.087146791
92,30-06-2019 10.12,611283453,-3767693,2,53,1.19,731.07,79,10.671,57,22,276,0.249,51.23718713,-0.315804379,716.4299479,10.53237753,50,60,70,80,90,100,110,120,11.46,10.53237753,44.28999167,37.41012841,2.26,0.132029272
93,30-06-2019 10.12,611283881,-3766254,2,53,1.45,742.25,80,10.575,57,22,220,-0.096,51.23722301,-0.315683763,725.7264158,9.296467866,50,60,70,80,90,100,110,120,11.18,9.296467866,42.15217324,29.14555356,-0.28,-1.235909661
94,30-06-2019 10.12,611283982,-3765909,2,53.2,1.55,753.25,79,10.589,57,22,202,0.014,51.23723147,-0.315654846,727.9488324,2.222416629,50,60,70,80,90,100,110,120,11,2.222416629,40.80578469,1.665663693,-0.18,-7.074051237
95,30-06-2019 10.12,611284083,-3765564,2,53.2,1.59,764.25,80,10.602,56,21,184,0.013,51.23723994,-0.315625928,730.1712487,2.222416294,50,60,70,80,90,100,110,120,11,2.222416294,40.80578469,1.66566319,0,-3.36E-07
96,30-06-2019 10.12,611284184,-3765219,2,53.2,1.63,775.25,79,10.615,56,21,167,0.013,51.23724841,-0.315597011,732.3936647,2.222415958,50,60,70,80,90,100,110,120,11,2.222415958,40.80578469,1.665662687,0,-3.36E-07
97,30-06-2019 10.12,611284285,-3764874,2,53.2,1.67,786.16,80,10.61,56,21,149,-0.005,51.23725687,-0.315568093,734.6160803,2.222415622,50,60,70,80,90,100,110,120,10.91,2.222415622,40.14078529,1.665662184,-0.09,-3.36E-07
98,30-06-2019 10.12,611286308,-3757826,2,53.4,1.58,796.42,78,10.46,56,21,124,-0.15,51.23742644,-0.314977337,779.859782,45.24370172,50,60,70,80,90,100,110,120,10.26,45.24370172,35.50022331,690.3234467,-0.65,43.02128609
99,30-06-2019 10.12,611286801,-3756185,2,53.4,1.2,807.66,78,10.52,54,21,115,0.06,51.23746776,-0.31483979,790.4809533,10.62117126,50,60,70,80,90,100,110,120,11.24,10.62117126,42.60582565,38.04356323,0.98,-34.62253045
100,30-06-2019 10.12,611287250,-3754569,2,53.4,0.69,818.42,79,10.637,50,21,116,0.117,51.23750539,-0.314704338,800.797737,10.3167837,50,60,70,80,90,100,110,120,10.76,10.3167837,39.04459353,35.89426077,-0.48,-0.304387569
101,30-06-2019 10.12,611287718,-3752898,2,53.2,0.25,830.86,80,10.75,49,21,70,0.113,51.23754462,-0.314564276,811.4797462,10.68200921,50,60,70,80,90,100,110,120,12.44,10.68200921,52.18877753,38.48063763,1.68,0.365225517
102,30-06-2019 10.12,611288037,-3751706,2,53,-0.09,841.73,74,10.823,40,21,40,0.073,51.23757136,-0.314464364,819.0442575,7.564511341,50,60,70,80,90,100,110,120,10.87,7.564511341,39.84698364,19.29736983,-1.57,-3.117497871
103,30-06-2019 10.12,611288606,-3749366,2,52.8,-0.43,851.76,65,10.833,27,21,30,0.01,51.23761905,-0.314268228,833.6926269,14.64836935,50,60,70,80,90,100,110,120,10.03,14.64836935,33.92643525,72.36272733,-0.84,7.083858005
104,30-06-2019 10.12,611289002,-3747609,2,52.4,-0.94,863.02,55,10.891,14,21,21,0.058,51.23765225,-0.314120958,844.5893959,10.89676897,50,60,70,80,90,100,110,120,11.26,10.89676897,42.7575827,40.04348338,1.23,-3.751600377
105,30-06-2019 10.12,611289377,-3745856,2,52.2,-1.44,874.35,45,10.945,1,21,12,0.054,51.23768368,-0.313974023,855.3993396,10.80994378,50,60,70,80,90,100,110,120,11.33,10.80994378,43.29085698,39.40789471,0.07,-0.086825187
